n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
314 | Downs, Cooper James | University of Hawai'i at Manoa | 2011 | male | 3 | 3 | 2016 | 5 | 21 | 2018 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 2 | 3 | 2 | 6 | 3 | 1 | 6 |
315 | Suchy, Slawomir | University of California, San Diego | 2011 | male | 3 | 1 | 2012 | 17 | 4 | 2013 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 4 | 10 | 2 | 2 | 0 | 0 | 0 |
316 | Lacki, Brian Cameron | The Ohio State University | 2011 | male | 10 | 9 | 2015 | 11 | 11 | 2015 | 0 | 0 | 0 | 1 | 5 | 4 | 1 | 3 | 4 | 1 | 0 |  0 | 0 | 0 | 1 | 5 | 5 | 2 | 4 | 4 | 1 | 0 |
317 | Lagattuta, David James | University of California, Davis | 2011 | male | 3 | 4 | 2017 | 4 | 20 | 2018 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 4 | 1 | 1 | 1 | 5 |
318 | Zarauz, Jorge V. | Saint Louis University | 2011 | male | 1 | 0 | 2011 | 1 | 0 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
319 | Penney, Robert B. | The Florida State University | 2011 | male | 1 | 1 | 2014 | 1 | 1 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |
320 | Dong, Hui | University of Massachusetts Amherst | 2011 | female | 7 | 9 | 2018 | 20 | 16 | 2018 | 0 | 4 | 1 | 0 | 0 | 2 | 2 | 0 | 1 | 2 | 1 |  1 | 4 | 2 | 2 | 6 | 5 | 4 | 1 | 1 | 4 | 2 |
321 | Korngut, Phillip M. | University of Pennsylvania | 2011 | male | 2 | 1 | 2013 | 8 | 11 | 2018 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 5 | 1 | 2 | 1 | 3 | 1 |
322 | Koss, Michael J. | University of Maryland, College Park | 2011 | male | 5 | 7 | 2018 | 12 | 74 | 2018 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 1 | 1 | 1 | 2 |  0 | 1 | 1 | 0 | 6 | 4 | 1 | 5 | 13 | 17 | 15 |
323 | Yuan, Yuan | New Jersey Institute of Technology | 2011 | male | 5 | 5 | 2015 | 25 | 24 | 2018 | 0 | 0 | 0 | 0 | 2 | 3 | 2 | 1 | 0 | 2 | 0 |  2 | 3 | 4 | 4 | 6 | 6 | 6 | 2 | 3 | 4 | 4 |
324 | Richey, Christina R. | The University of Alabama at Birmingham | 2011 | female | 1 | 2 | 2013 | 1 | 3 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 |
325 | Perley, Daniel Alan | University of California, Berkeley | 2011 | male | 7 | 12 | 2017 | 49 | 105 | 2018 | 0 | 0 | 2 | 2 | 1 | 2 | 1 | 2 | 1 | 1 | 4 |  7 | 3 | 5 | 12 | 10 | 12 | 10 | 11 | 17 | 17 | 23 |
326 | Sussman, Michael Gideon | New Mexico State University | 2011 | male | 2 | 0 | 2011 | 3 | 1 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
327 | Price, Charles Aaron | Tufts University | 2011 | male | 1 | 1 | 2015 | 5 | 5 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 3 | 1 | 0 |
328 | Blackburn, David Garrison | University of Arkansas | 2011 | male | 4 | 0 | 2011 | 5 | 8 | 2016 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 1 | 3 | 2 | 1 | 1 |
329 | Bovill, Mia Sauda | University of Maryland, College Park | 2011 | female | 4 | 1 | 2016 | 4 | 2 | 2018 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 1 |
330 | Dolence, Joshua Cody | University of Illinois at Urbana-Champaign | 2011 | male | 3 | 3 | 2015 | 6 | 18 | 2018 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 |  0 | 1 | 1 | 2 | 0 | 2 | 5 | 4 | 0 | 2 | 3 |
331 | Martin, Damien | University of California, Davis | 2011 | male | 4 | 7 | 2018 | 85 | 35 | 2018 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 2 |  10 | 36 | 7 | 10 | 9 | 13 | 7 | 7 | 7 | 6 | 4 |
332 | D'Andrea, Christopher Brian | University of Pennsylvania | 2011 | male | 3 | 0 | 2011 | 5 | 68 | 2018 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 0 | 2 | 1 | 0 | 1 | 14 | 28 |
333 | Strubbe, Linda Elisabeth | University of California, Berkeley | 2011 | female | 4 | 1 | 2015 | 7 | 3 | 2016 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 1 | 1 | 1 | 3 | 1 | 0 | 0 | 1 | 1 |
334 | Johnson, Ryan | Dartmouth College | 2011 | male | 11 | 3 | 2018 | 138 | 42 | 2018 | 3 | 0 | 2 | 1 | 3 | 2 | 1 | 0 | 0 | 1 | 1 |  17 | 14 | 17 | 42 | 36 | 12 | 13 | 11 | 4 | 6 | 3 |
335 | Donehew, Brian | Clemson University | 2011 | male | 2 | 0 | 2011 | 3 | 0 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |
336 | O'Brien, David | Georgia State University | 2011 | male | 8 | 2 | 2018 | 27 | 42 | 2018 | 2 | 1 | 0 | 2 | 0 | 3 | 0 | 0 | 2 | 0 | 0 |  4 | 3 | 2 | 5 | 5 | 8 | 12 | 10 | 8 | 6 | 5 |
337 | Barbary, Kyle Harris | University of California, Berkeley | 2011 | male | 2 | 2 | 2012 | 13 | 14 | 2018 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 6 | 2 | 2 | 4 | 2 | 2 | 4 | 0 |
338 | Virani, Shanil | James Madison University | 2011 | male | 2 | 0 | 2011 | 19 | 0 | 2011 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  2 | 3 | 3 | 5 | 5 | 1 | 0 | 0 | 0 | 0 | 0 |
339 | McGregor, Sarah Lynn | Boston University | 2011 | female | 4 | 1 | 2014 | 7 | 4 | 2018 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 5 | 1 | 0 | 1 | 1 | 1 |
340 | Peterson, Bradley Wayne | Iowa State University | 2011 | male | 2 | 1 | 2018 | 5 | 4 | 2018 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 |
341 | Bovy, Jo | New York University | 2011 | male | 10 | 20 | 2018 | 16 | 75 | 2018 | 0 | 0 | 1 | 4 | 3 | 2 | 6 | 2 | 2 | 2 | 5 |  0 | 0 | 1 | 5 | 4 | 6 | 12 | 12 | 9 | 15 | 13 |
342 | Hodges-Kluck, Edmund | University of Maryland, College Park | 2011 | male | 5 | 6 | 2018 | 7 | 11 | 2018 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 1 | 1 | 0 | 2 |  0 | 2 | 0 | 1 | 2 | 2 | 2 | 1 | 1 | 1 | 3 |
343 | Neilsen, Joseph | Harvard | 2011 | male | 5 | 7 | 2018 | 7 | 22 | 2018 | 0 | 0 | 1 | 2 | 0 | 2 | 3 | 1 | 1 | 1 | 1 |  0 | 0 | 1 | 3 | 1 | 2 | 6 | 4 | 1 | 3 | 4 |
344 | Rhoden, Alyssa Rose | University of California, Berkeley | 2011 | female | 3 | 5 | 2017 | 3 | 9 | 2018 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 2 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 1 | 3 | 1 |
345 | West, Eric J. | Syracuse University | 2011 | male | 1 | 0 | 2011 | 3 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |
346 | Lynch, Ryan Sean | University of Virginia | 2011 | male | 5 | 6 | 2018 | 12 | 118 | 2018 | 1 | 1 | 0 | 0 | 0 | 3 | 2 | 1 | 0 | 2 | 0 |  2 | 3 | 0 | 1 | 2 | 4 | 5 | 9 | 13 | 16 | 36 |
347 | Wu, Jian | The Pennsylvania State University | 2011 | male | 20 | 14 | 2018 | 127 | 110 | 2018 | 2 | 3 | 3 | 1 | 4 | 7 | 6 | 1 | 0 | 0 | 1 |  17 | 12 | 43 | 15 | 16 | 24 | 13 | 18 | 12 | 14 | 17 |
348 | Wallace, Colin S. | University of Colorado at Boulder | 2011 | male | 4 | 7 | 2018 | 5 | 9 | 2018 | 0 | 0 | 0 | 0 | 1 | 3 | 4 | 1 | 0 | 0 | 2 |  0 | 0 | 0 | 1 | 1 | 3 | 5 | 2 | 0 | 0 | 2 |
349 | McMahon, Jay W. | University of Colorado at Boulder | 2011 | male | 3 | 3 | 2018 | 3 | 18 | 2018 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 3 | 1 | 3 | 3 | 5 |
350 | Steinfadt, Justin D. | University of California, Santa Barbara | 2011 | male | 5 | 1 | 2012 | 6 | 3 | 2014 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 3 | 1 | 2 | 0 | 1 | 0 | 0 |
351 | Pei, Yezhe | The Ohio State University | 2011 | None | 1 | 1 | 2017 | 3 | 1 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
352 | Sutter, Paul M. | University of Illinois at Urbana-Champaign | 2011 | male | 5 | 14 | 2015 | 7 | 41 | 2016 | 1 | 0 | 2 | 0 | 1 | 1 | 5 | 0 | 6 | 3 | 0 |  1 | 0 | 2 | 1 | 1 | 2 | 6 | 4 | 15 | 10 | 6 |
353 | Gaspar, Andras | The University of Arizona | 2011 | male | 1 | 0 | 2011 | 11 | 5 | 2018 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  3 | 0 | 4 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 3 |
354 | Besla, Gurtina | Harvard University | 2011 | None | 5 | 3 | 2018 | 11 | 25 | 2018 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 |  0 | 2 | 3 | 2 | 2 | 2 | 3 | 4 | 0 | 4 | 6 |
355 | Kasliwal, Mansi M. | California Institute of Technology | 2011 | female | 8 | 7 | 2017 | 60 | 121 | 2018 | 0 | 0 | 3 | 0 | 1 | 4 | 2 | 0 | 1 | 0 | 1 |  6 | 3 | 10 | 6 | 11 | 24 | 21 | 16 | 17 | 15 | 25 |
356 | Mehner, Andrea | University of Minnesota | 2011 | female | 5 | 7 | 2017 | 7 | 24 | 2018 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 1 | 1 | 1 | 2 |  0 | 0 | 0 | 1 | 3 | 3 | 2 | 3 | 4 | 4 | 8 |
357 | McDonald, Michael | University of Maryland, College Park | 2011 | male | 9 | 14 | 2018 | 18 | 70 | 2018 | 0 | 0 | 0 | 3 | 1 | 5 | 3 | 2 | 3 | 2 | 2 |  0 | 1 | 0 | 3 | 3 | 11 | 9 | 8 | 7 | 16 | 14 |
358 | Stockett, Mark H. | The University of Wisconsin - Madison | 2011 | male | 2 | 0 | 2011 | 4 | 3 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 2 |
359 | May, Branyon Manning | The University of Alabama | 2011 | None | 1 | 0 | 2011 | 2 | 1 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |
360 | Hansen, Charles Edward | University of California, Berkeley | 2011 | male | 2 | 1 | 2012 | 6 | 10 | 2018 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 3 | 4 | 0 | 1 | 0 | 0 |
361 | Visinelli, Luca | The University of Utah | 2011 | male | 4 | 6 | 2018 | 4 | 8 | 2018 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 3 | 2 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 3 | 2 |
362 | Baker, Michael Francis | The University of Wisconsin - Madison | 2011 | male | 2 | 0 | 2011 | 39 | 51 | 2018 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 8 | 12 | 18 | 11 | 26 | 12 | 2 | 0 |
